commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,language_group,time_period,confidence,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
1,2,0,1,1549,999,127,6,156,2.88,0,TypeScript,2018-2020,1.0,1.55,0.05,0.02,0
14,4,0,0,703,445,294,0,30,17.03,0,TypeScript,2018-2020,1.0,1.58,0.0,0.06,0
16,4,0,0,1828,1145,7,1,96,3.26,0,TypeScript,2018-2020,1.0,1.6,0.12,0.41,0
19,4,0,0,451,108,93,0,2,5.0,0,TypeScript,2018-2020,1.0,4.14,0.0,0.05,0
20,4,0,0,19,19,9,0,0,0.0,0,TypeScript,2018-2020,1.0,0.95,0.0,0.0,0
2,6,1,1,15,7,3,0,1,6.0,0,TypeScript,2018-2020,1.0,1.88,0.0,1.5,0
11,6,1,0,6,4,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.2,0.0,0.0,0
12,6,1,0,4,0,2,0,0,0.0,0,TypeScript,2018-2020,1.0,4.0,0.0,0.0,0
17,6,1,0,841,672,19,0,51,5.63,0,TypeScript,2018-2020,1.0,1.25,0.0,0.28,0
10,0,0,0,261,308,8,0,77,3.73,0,TypeScript,2018-2020,1.0,0.84,0.0,0.41,0
11,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
18,0,0,0,150,35,5,1,18,3.39,0,TypeScript,2018-2020,1.0,4.17,0.17,0.57,0
22,0,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,1,0,0,65,70,14,0,3,17.33,0,TypeScript,2018-2020,1.0,0.92,0.0,1.16,0
20,2,0,0,2195,794,33,0,189,2.84,0,TypeScript,2018-2020,1.0,2.76,0.0,0.08,0
20,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
20,3,0,0,42,7,4,0,8,3.38,0,TypeScript,2018-2020,1.0,5.25,0.0,0.68,0
21,3,0,0,303,157,9,0,11,5.82,0,TypeScript,2018-2020,1.0,1.92,0.0,0.58,0
20,5,1,0,2,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
20,5,1,0,371,0,3,0,11,2.0,0,TypeScript,2018-2020,1.0,371.0,0.0,0.5,0
13,6,1,0,96,60,3,0,1,1.0,0,TypeScript,2018-2020,1.0,1.57,0.0,0.25,0
15,6,1,0,1332,1516,68,2,145,3.58,0,TypeScript,2018-2020,1.0,0.88,0.03,0.05,0
16,6,1,0,5,5,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.83,0.0,0.0,0
18,6,1,0,4,4,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.0,0
20,6,1,0,104,29,11,2,9,4.11,0,TypeScript,2018-2020,1.0,3.47,0.17,0.34,0
10,3,0,0,52,38,15,0,5,13.4,0,TypeScript,2018-2020,1.0,1.33,0.0,0.84,0
22,3,0,1,2301,932,147,3,124,4.01,0,TypeScript,2018-2020,1.0,2.47,0.02,0.03,0
22,3,0,1,2,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,2.0,0.0,0.0,0
22,3,0,1,14,14,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.93,0.0,0.0,0
23,3,0,1,23,11,3,0,4,2.75,0,TypeScript,2018-2020,1.0,1.92,0.0,0.69,0
0,4,0,1,19,29,3,0,2,26.0,0,TypeScript,2018-2020,1.0,0.63,0.0,6.5,0
9,4,0,0,6,467,5,0,43,2.91,0,TypeScript,2018-2020,1.0,0.01,0.0,0.49,0
16,4,0,0,335,8,7,0,10,2.9,0,TypeScript,2018-2020,1.0,37.22,0.0,0.36,0
16,4,0,0,368,26,2,0,13,3.77,0,TypeScript,2018-2020,1.0,13.63,0.0,1.26,0
17,4,0,0,4,2,2,0,1,2.0,0,TypeScript,2018-2020,1.0,1.33,0.0,0.67,0
22,4,0,1,404,209,56,1,14,9.64,0,TypeScript,2018-2020,1.0,1.92,0.02,0.17,0
17,5,1,0,146,176,16,0,2,1.0,0,TypeScript,2018-2020,1.0,0.82,0.0,0.06,0
15,6,1,0,4007,5515,27,3,236,3.11,0,TypeScript,2018-2020,1.0,0.73,0.11,0.11,0
19,6,1,0,306,241,8,0,14,7.0,0,TypeScript,2018-2020,1.0,1.26,0.0,0.78,0
12,0,0,0,8,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,8.0,0.0,0.0,0
19,0,0,0,0,7,1,0,1,5.0,0,TypeScript,2018-2020,1.0,0.0,0.0,2.5,0
20,0,0,0,395,39,32,1,19,6.0,0,TypeScript,2018-2020,1.0,9.88,0.03,0.18,0
21,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
1,1,0,1,6,3,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.5,0.0,0.0,0
2,1,0,1,2,1,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
15,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
20,1,0,0,24,8,5,1,3,5.33,0,TypeScript,2018-2020,1.0,2.67,0.17,0.89,0
12,2,0,0,15,1,2,0,1,3.0,0,TypeScript,2018-2020,1.0,7.5,0.0,1.0,0
15,2,0,0,70,45,7,0,19,2.0,0,TypeScript,2018-2020,1.0,1.52,0.0,0.25,0
10,3,0,0,14,4,2,0,1,1.0,0,TypeScript,2018-2020,1.0,2.8,0.0,0.33,0
22,3,0,1,10,1,2,0,2,1.0,0,TypeScript,2018-2020,1.0,5.0,0.0,0.33,0
10,4,0,0,121,74,3,0,1,45.0,0,TypeScript,2018-2020,1.0,1.61,0.0,11.25,0
12,4,0,0,5145,1912,214,2,6,14.17,0,TypeScript,2018-2020,1.0,2.69,0.01,0.07,0
15,4,0,0,74,147,51,1,23,2.7,0,TypeScript,2018-2020,1.0,0.5,0.02,0.05,0
15,4,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,4,0,0,3,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
23,4,0,1,293,45,6,1,31,3.48,0,TypeScript,2018-2020,1.0,6.37,0.14,0.5,0
18,5,1,0,115,4,7,1,2,19.0,0,TypeScript,2018-2020,1.0,23.0,0.12,2.38,0
19,5,1,0,78,2,3,1,1,2.0,0,TypeScript,2018-2020,1.0,26.0,0.25,0.5,0
21,5,1,0,64,4,4,0,1,45.0,0,TypeScript,2018-2020,1.0,12.8,0.0,9.0,0
22,5,1,1,4,4,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.0,0
23,5,1,1,28,3,4,1,2,1.5,0,TypeScript,2018-2020,1.0,7.0,0.2,0.3,0
18,6,1,0,80,4,3,0,0,0.0,0,TypeScript,2018-2020,1.0,16.0,0.0,0.0,0
20,6,1,0,7,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,3.5,0.0,0.0,0
20,6,1,0,4,4,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.0,0
21,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
21,6,1,0,3,3,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.75,0.0,0.0,0
0,0,0,1,13,7,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.62,0.0,0.0,0
14,1,0,0,94,11,5,0,5,4.0,0,TypeScript,2018-2020,1.0,7.83,0.0,0.67,0
14,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
18,2,0,0,687,366,30,2,69,6.36,0,TypeScript,2018-2020,1.0,1.87,0.06,0.21,0
21,3,0,0,5456,157,67,1,289,3.67,0,TypeScript,2018-2020,1.0,34.53,0.01,0.05,0
14,4,0,0,32,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,32.0,0.0,0.0,0
14,4,0,0,257,23,8,0,9,4.56,0,TypeScript,2018-2020,1.0,10.71,0.0,0.51,0
16,4,0,0,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
18,4,0,0,321,11,11,0,23,4.48,0,TypeScript,2018-2020,1.0,26.75,0.0,0.37,0
2,5,1,1,83,39,6,0,3,1.33,0,TypeScript,2018-2020,1.0,2.08,0.0,0.19,0
11,0,0,0,23,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,11.5,0.0,0.0,0
12,0,0,0,32,0,2,1,1,2.0,0,TypeScript,2018-2020,1.0,32.0,0.33,0.67,0
22,0,0,1,196,208,34,0,0,0.0,0,TypeScript,2018-2020,1.0,0.94,0.0,0.0,0
16,1,0,0,367,37,14,0,9,3.33,0,TypeScript,2018-2020,1.0,9.66,0.0,0.22,0
16,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
19,1,0,0,22,4,5,1,3,2.0,0,TypeScript,2018-2020,1.0,4.4,0.17,0.33,0
14,2,0,0,619,62,43,0,15,9.8,0,TypeScript,2018-2020,1.0,9.83,0.0,0.22,0
21,2,0,0,22,1,2,0,0,0.0,0,TypeScript,2018-2020,1.0,11.0,0.0,0.0,0
22,2,0,1,76,65,4,0,5,4.6,0,TypeScript,2018-2020,1.0,1.15,0.0,0.92,0
15,3,0,0,34,4,11,0,1,5.0,0,TypeScript,2018-2020,1.0,6.8,0.0,0.42,0
19,3,0,0,30,3,4,0,2,6.5,0,TypeScript,2018-2020,1.0,7.5,0.0,1.3,0
11,4,0,0,701,61,95,2,41,4.66,0,TypeScript,2018-2020,1.0,11.31,0.02,0.05,0
17,4,0,0,1,3,2,1,2,1.5,0,TypeScript,2018-2020,1.0,0.25,0.33,0.5,0
17,5,1,0,31,8,4,0,4,4.25,0,TypeScript,2018-2020,1.0,3.44,0.0,0.85,0
0,6,1,1,164,203,4,0,60,3.77,0,TypeScript,2018-2020,1.0,0.8,0.0,0.75,0
16,6,1,0,4,4,2,0,1,8.0,0,TypeScript,2018-2020,1.0,0.8,0.0,2.67,0
21,6,1,0,240,15,7,1,6,8.17,0,TypeScript,2018-2020,1.0,15.0,0.12,1.02,0
13,1,0,0,100,3,21,0,11,6.55,0,TypeScript,2018-2020,1.0,25.0,0.0,0.3,0
20,1,0,0,172,240,17,0,27,4.44,0,TypeScript,2018-2020,1.0,0.71,0.0,0.25,0
23,1,0,1,124,18,9,1,4,5.25,0,TypeScript,2018-2020,1.0,6.53,0.1,0.52,0
14,2,0,0,67,36,14,0,7,3.14,0,TypeScript,2018-2020,1.0,1.81,0.0,0.21,0
19,4,0,0,602,7,13,0,28,5.0,0,TypeScript,2018-2020,1.0,75.25,0.0,0.36,0
18,5,1,0,206,33,23,0,28,6.11,0,TypeScript,2018-2020,1.0,6.06,0.0,0.25,0
0,0,0,1,488,14,16,1,20,1.95,0,TypeScript,2018-2020,1.0,32.53,0.06,0.11,0
16,1,0,0,115,3,8,0,1,11.0,0,TypeScript,2018-2020,1.0,28.75,0.0,1.22,0
14,2,0,0,41,41,10,0,0,0.0,0,TypeScript,2018-2020,1.0,0.98,0.0,0.0,0
23,2,0,1,824,449,23,3,53,5.57,0,TypeScript,2018-2020,1.0,1.83,0.12,0.23,0
14,3,0,0,328,3,19,0,7,3.14,0,TypeScript,2018-2020,1.0,82.0,0.0,0.16,0
18,4,0,0,52,92,12,0,17,8.24,0,TypeScript,2018-2020,1.0,0.56,0.0,0.63,0
22,4,0,1,62,14,8,1,5,3.0,0,TypeScript,2018-2020,1.0,4.13,0.11,0.33,0
11,0,0,0,0,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.0,0.0,0.0,0
0,1,0,1,105,44,12,1,17,2.71,0,TypeScript,2018-2020,1.0,2.33,0.08,0.21,0
9,1,0,0,170,32,3,0,17,6.24,0,TypeScript,2018-2020,1.0,5.15,0.0,1.56,0
22,1,0,1,3,3,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.75,0.0,0.0,0
22,1,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
22,1,0,1,3,3,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.75,0.0,0.0,0
23,5,1,1,3,3,1,0,1,4.0,0,TypeScript,2018-2020,1.0,0.75,0.0,2.0,0
17,6,1,0,12,4,4,0,2,2.5,0,TypeScript,2018-2020,1.0,2.4,0.0,0.5,0
15,1,0,0,48,17,4,0,7,3.29,0,TypeScript,2018-2020,1.0,2.67,0.0,0.66,0
21,2,0,0,838,389,269,3,49,10.24,0,TypeScript,2018-2020,1.0,2.15,0.01,0.04,0
14,3,0,0,76,63,42,1,11,4.18,0,TypeScript,2018-2020,1.0,1.19,0.02,0.1,0
15,3,0,0,41,41,10,0,0,0.0,0,TypeScript,2018-2020,1.0,0.98,0.0,0.0,0
17,3,0,0,337,35,11,0,6,10.67,0,TypeScript,2018-2020,1.0,9.36,0.0,0.89,0
18,3,0,0,65,3,9,0,3,14.67,0,TypeScript,2018-2020,1.0,16.25,0.0,1.47,0
14,4,0,0,292,59,14,0,18,5.33,0,TypeScript,2018-2020,1.0,4.87,0.0,0.36,0
11,0,0,0,21,1,2,0,2,3.0,0,TypeScript,2018-2020,1.0,10.5,0.0,1.0,0
14,0,0,0,114,20,16,1,11,8.73,0,TypeScript,2018-2020,1.0,5.43,0.06,0.51,0
15,0,0,0,215,111,12,1,14,1.57,0,TypeScript,2018-2020,1.0,1.92,0.08,0.12,0
1,1,0,1,100,4,4,1,1,1.0,0,TypeScript,2018-2020,1.0,20.0,0.2,0.2,0
18,2,0,0,57,35,2,0,3,5.67,0,TypeScript,2018-2020,1.0,1.58,0.0,1.89,0
9,3,0,0,220,65,24,1,27,6.11,0,TypeScript,2018-2020,1.0,3.33,0.04,0.24,0
18,4,0,0,126,51,10,0,13,11.54,0,TypeScript,2018-2020,1.0,2.42,0.0,1.05,0
10,6,1,0,31,2,3,0,4,3.75,0,TypeScript,2018-2020,1.0,10.33,0.0,0.94,0
12,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
1,6,1,1,106,44,23,0,16,5.25,0,TypeScript,2018-2020,1.0,2.36,0.0,0.22,0
20,3,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
20,3,0,0,4693,2893,257,3,343,3.61,0,TypeScript,2018-2020,1.0,1.62,0.01,0.01,0
2,5,1,1,372,96,62,1,17,3.88,0,TypeScript,2018-2020,1.0,3.84,0.02,0.06,0
13,5,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
14,5,1,0,2,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
20,5,1,0,0,95,11,2,2,1.0,0,TypeScript,2018-2020,1.0,0.0,0.17,0.08,0
21,5,1,0,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
15,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
18,6,1,0,292,4,16,1,9,3.67,0,TypeScript,2018-2020,1.0,58.4,0.06,0.22,0
18,6,1,0,3,3,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.75,0.0,0.0,0
20,0,0,0,20,6,2,0,2,4.5,0,TypeScript,2018-2020,1.0,2.86,0.0,1.5,0
20,0,0,0,2,2,1,0,1,20.0,0,TypeScript,2018-2020,1.0,0.67,0.0,10.0,0
20,0,0,0,31,6,2,0,2,22.0,0,TypeScript,2018-2020,1.0,4.43,0.0,7.33,0
21,0,0,0,9,9,2,0,2,3.0,0,TypeScript,2018-2020,1.0,0.9,0.0,1.0,0
22,0,0,1,22,8,9,0,13,1.0,0,TypeScript,2018-2020,1.0,2.44,0.0,0.1,0
2,1,0,1,407,14,15,0,34,3.38,0,TypeScript,2018-2020,1.0,27.13,0.0,0.21,0
10,1,0,0,3,3,2,0,2,3.0,0,TypeScript,2018-2020,1.0,0.75,0.0,1.0,0
12,1,0,0,119,125,21,0,22,5.18,0,TypeScript,2018-2020,1.0,0.94,0.0,0.24,0
14,1,0,0,5,5,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.83,0.0,0.0,0
14,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
14,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,1,0,0,230,221,48,0,19,6.53,0,TypeScript,2018-2020,1.0,1.04,0.0,0.13,0
18,1,0,0,14,12,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.08,0.0,0.0,0
18,1,0,0,2,2,1,0,2,2.5,0,TypeScript,2018-2020,1.0,0.67,0.0,1.25,0
18,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
18,1,0,0,1,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.33,0.0,0.0,0
18,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
19,1,0,0,50,9,3,0,2,8.5,0,TypeScript,2018-2020,1.0,5.0,0.0,2.12,0
19,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
19,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
20,1,0,0,137,63,18,0,81,1.79,0,TypeScript,2018-2020,1.0,2.14,0.0,0.09,0
20,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
21,1,0,0,16,9,4,0,1,4.0,0,TypeScript,2018-2020,1.0,1.6,0.0,0.8,0
6,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
8,2,0,0,43,13,8,0,14,1.64,0,TypeScript,2018-2020,1.0,3.07,0.0,0.18,0
10,2,0,0,36,63,10,0,9,2.11,0,TypeScript,2018-2020,1.0,0.56,0.0,0.19,0
11,2,0,0,37,40,10,0,6,2.0,0,TypeScript,2018-2020,1.0,0.9,0.0,0.18,0
11,2,0,0,41,55,3,0,1,6.0,0,TypeScript,2018-2020,1.0,0.73,0.0,1.5,0
13,2,0,0,14,25,7,0,3,3.33,0,TypeScript,2018-2020,1.0,0.54,0.0,0.42,0
13,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
15,2,0,0,138,43,11,0,12,3.17,0,TypeScript,2018-2020,1.0,3.14,0.0,0.26,0
15,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
15,2,0,0,2,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
15,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,2,0,0,136,141,20,0,35,2.14,0,TypeScript,2018-2020,1.0,0.96,0.0,0.1,0
18,2,0,0,71,31,7,0,5,3.0,0,TypeScript,2018-2020,1.0,2.22,0.0,0.38,0
11,3,0,0,25,28,4,0,23,1.48,0,TypeScript,2018-2020,1.0,0.86,0.0,0.3,0
15,3,0,0,126,225,10,0,3,7.67,0,TypeScript,2018-2020,1.0,0.56,0.0,0.7,0
13,4,0,0,713,152,12,0,5,3.4,0,TypeScript,2018-2020,1.0,4.66,0.0,0.26,0
19,4,0,0,173,59,9,0,15,14.6,0,TypeScript,2018-2020,1.0,2.88,0.0,1.46,0
16,5,1,0,784,1526,70,1,21,1.33,0,TypeScript,2018-2020,1.0,0.51,0.01,0.02,0
17,5,1,0,594,446,24,0,7,2.0,0,TypeScript,2018-2020,1.0,1.33,0.0,0.08,0
0,6,1,1,1,1,1,0,1,12.0,0,TypeScript,2018-2020,1.0,0.5,0.0,6.0,0
1,6,1,1,24,52,6,0,3,5.0,0,TypeScript,2018-2020,1.0,0.45,0.0,0.71,0
11,6,1,0,0,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.0,0.0,0.0,0
11,6,1,0,1,1,1,0,2,20.0,0,TypeScript,2018-2020,1.0,0.5,0.0,10.0,0
11,6,1,0,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
11,6,1,0,5,21,1,0,2,1.5,0,TypeScript,2018-2020,1.0,0.23,0.0,0.75,0
11,6,1,0,3,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
12,6,1,0,8,12,5,0,3,1.67,0,TypeScript,2018-2020,1.0,0.62,0.0,0.28,0
14,6,1,0,263,187,12,0,8,9.5,0,TypeScript,2018-2020,1.0,1.4,0.0,0.73,0
14,6,1,0,38,18,6,0,4,5.5,0,TypeScript,2018-2020,1.0,2.0,0.0,0.79,0
15,6,1,0,9,7,4,0,4,1.25,0,TypeScript,2018-2020,1.0,1.12,0.0,0.25,0
17,6,1,0,21,7,4,0,4,1.0,0,TypeScript,2018-2020,1.0,2.62,0.0,0.2,0
17,6,1,0,4,6,3,0,2,2.0,0,TypeScript,2018-2020,1.0,0.57,0.0,0.5,0
20,6,1,0,124,62,12,0,8,9.12,0,TypeScript,2018-2020,1.0,1.97,0.0,0.7,0
20,6,1,0,189,195,7,0,4,5.25,0,TypeScript,2018-2020,1.0,0.96,0.0,0.66,0
20,6,1,0,1,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
8,0,0,0,20,21,7,0,3,1.0,0,TypeScript,2018-2020,1.0,0.91,0.0,0.12,0
8,0,0,0,7,17,6,0,2,5.0,0,TypeScript,2018-2020,1.0,0.39,0.0,0.71,0
10,0,0,0,42,5,5,0,8,2.25,0,TypeScript,2018-2020,1.0,7.0,0.0,0.38,0
10,0,0,0,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
10,0,0,0,10,6,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.43,0.0,0.0,0
10,0,0,0,234,130,21,1,61,1.93,0,TypeScript,2018-2020,1.0,1.79,0.05,0.09,0
14,0,0,0,197,93,30,0,3,5.67,0,TypeScript,2018-2020,1.0,2.1,0.0,0.18,0
14,0,0,0,35,51,7,0,10,7.4,0,TypeScript,2018-2020,1.0,0.67,0.0,0.92,0
14,0,0,0,5,5,10,9,2,1.0,0,TypeScript,2018-2020,1.0,0.83,0.82,0.09,0
14,0,0,0,12,6,5,0,1,7.0,0,TypeScript,2018-2020,1.0,1.71,0.0,1.17,0
15,0,0,0,14,5,3,0,6,2.83,0,TypeScript,2018-2020,1.0,2.33,0.0,0.71,0
17,0,0,0,98,118,13,1,7,8.57,0,TypeScript,2018-2020,1.0,0.82,0.07,0.61,0
18,0,0,0,121,46,16,1,12,9.92,0,TypeScript,2018-2020,1.0,2.57,0.06,0.58,0
19,0,0,0,395,53,22,0,27,3.37,0,TypeScript,2018-2020,1.0,7.31,0.0,0.15,0
20,0,0,0,155,307,19,0,12,4.42,0,TypeScript,2018-2020,1.0,0.5,0.0,0.22,0
8,1,0,0,53,0,2,0,3,3.67,0,TypeScript,2018-2020,1.0,53.0,0.0,1.22,0
8,1,0,0,52,79,18,0,17,5.06,0,TypeScript,2018-2020,1.0,0.65,0.0,0.27,0
9,1,0,0,16,16,5,0,9,4.56,0,TypeScript,2018-2020,1.0,0.94,0.0,0.76,0
10,1,0,0,79,43,18,0,11,4.91,0,TypeScript,2018-2020,1.0,1.8,0.0,0.26,0
11,1,0,0,17,9,4,1,2,5.0,0,TypeScript,2018-2020,1.0,1.7,0.2,1.0,0
16,1,0,0,2,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,2.0,0.0,0.0,0
16,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,1,0,0,17,8,9,0,0,0.0,0,TypeScript,2018-2020,1.0,1.89,0.0,0.0,0
17,1,0,0,8,8,3,0,3,4.0,0,TypeScript,2018-2020,1.0,0.89,0.0,1.0,0
17,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,1,0,1,6,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,6.0,0.0,0.0,0
23,1,0,1,4,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,4.0,0.0,0.0,0
10,2,0,0,7,0,3,0,2,2.5,0,TypeScript,2018-2020,1.0,7.0,0.0,0.62,0
10,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
14,2,0,0,132,6,7,0,6,5.33,0,TypeScript,2018-2020,1.0,18.86,0.0,0.67,0
15,2,0,0,3,0,2,0,1,1.0,0,TypeScript,2018-2020,1.0,3.0,0.0,0.33,0
15,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
15,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,2,0,0,4,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.33,0.0,0.0,0
16,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,2,0,0,4,4,2,0,2,2.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.67,0
