commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,language_group,time_period,confidence,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
12,3,0,0,2,2,1,0,1,3.0,0,TypeScript,2018-2020,1.0,0.67,0.0,1.5,0
12,3,0,0,115,9,10,0,10,1.0,0,TypeScript,2018-2020,1.0,11.5,0.0,0.09,0
13,4,0,0,27,12,4,1,0,0.0,0,TypeScript,2018-2020,1.0,2.08,0.2,0.0,1
19,4,0,0,5257,0,28,2,32,1.78,0,TypeScript,2018-2020,1.0,5257.0,0.07,0.06,0
19,4,0,0,3,24,3,0,0,0.0,0,TypeScript,2018-2020,1.0,0.12,0.0,0.0,0
19,4,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
22,4,0,1,31,6,2,0,6,2.83,0,TypeScript,2018-2020,1.0,4.43,0.0,0.94,0
12,5,1,0,5,4,2,0,3,3.0,0,TypeScript,2018-2020,1.0,1.0,0.0,1.0,2
14,5,1,0,2,2,2,0,3,3.0,0,TypeScript,2018-2020,1.0,0.67,0.0,1.0,2
17,0,0,0,64,68,5,0,7,3.43,0,TypeScript,2018-2020,1.0,0.93,0.0,0.57,9
18,1,0,0,10,9,4,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
18,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
20,1,0,0,66,46,7,2,8,3.75,0,TypeScript,2018-2020,1.0,1.4,0.25,0.47,0
20,1,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
19,2,0,0,149,72,8,2,27,1.63,0,TypeScript,2018-2020,1.0,2.04,0.22,0.18,0
19,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,3,0,0,14,8,1,0,3,2.0,0,TypeScript,2018-2020,1.0,1.56,0.0,1.0,9
19,4,0,0,7,7,2,0,4,4.0,0,TypeScript,2018-2020,1.0,0.88,0.0,1.33,9
19,4,0,0,32,41,3,0,15,2.6,0,TypeScript,2018-2020,1.0,0.76,0.0,0.65,9
11,5,1,0,8,30,2,0,2,3.0,0,TypeScript,2018-2020,1.0,0.26,0.0,1.0,1
12,5,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
17,5,1,0,17,9,3,0,5,4.2,0,TypeScript,2018-2020,1.0,1.7,0.0,1.05,9
17,5,1,0,1,27,2,0,2,3.0,0,TypeScript,2018-2020,1.0,0.04,0.0,1.0,9
19,5,1,0,104,327,2,0,3,1.0,0,TypeScript,2018-2020,1.0,0.32,0.0,0.33,0
19,5,1,0,15,16,6,0,4,2.0,0,TypeScript,2018-2020,1.0,0.88,0.0,0.29,9
18,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,9
16,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,9
2,1,0,1,39,52,25,0,36,4.64,0,TypeScript,2018-2020,1.0,0.74,0.0,0.18,1
14,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
18,0,0,0,274,559,18,2,48,1.85,0,TypeScript,2018-2020,1.0,0.49,0.11,0.1,0
19,4,0,0,4073,27,7,1,7,1.86,0,TypeScript,2018-2020,1.0,145.46,0.12,0.23,0
20,4,0,0,42,38,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.08,0.0,0.0,0
23,4,0,1,480,18,4,0,3,12.33,0,TypeScript,2018-2020,1.0,25.26,0.0,2.47,0
23,4,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,4,0,1,4,4,1,0,1,1.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.5,0
23,4,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,4,0,1,3,2,2,0,1,4.0,0,TypeScript,2018-2020,1.0,1.0,0.0,1.33,0
23,4,0,1,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
14,5,1,0,62,28,2,0,3,2.33,0,TypeScript,2018-2020,1.0,2.14,0.0,0.78,9
20,5,1,0,2,2,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,9
22,5,1,1,83,8,5,0,10,1.7,0,TypeScript,2018-2020,1.0,9.22,0.0,0.28,0
22,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
22,5,1,1,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
22,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,5,1,1,2,4,1,0,1,4.0,0,TypeScript,2018-2020,1.0,0.4,0.0,2.0,0
23,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,5,1,1,4,1,1,0,1,1.0,0,TypeScript,2018-2020,1.0,2.0,0.0,0.5,0
23,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,5,1,1,5,1,1,0,1,4.0,0,TypeScript,2018-2020,1.0,2.5,0.0,2.0,0
23,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
23,5,1,1,6,5,1,0,1,4.0,0,TypeScript,2018-2020,1.0,1.0,0.0,2.0,0
23,5,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
0,6,1,1,14,13,5,0,11,2.91,0,TypeScript,2018-2020,1.0,1.0,0.0,0.49,0
0,6,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
1,6,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
1,6,1,1,80,56,6,0,16,2.31,0,TypeScript,2018-2020,1.0,1.4,0.0,0.33,0
1,6,1,1,5,2,1,0,1,5.0,0,TypeScript,2018-2020,1.0,1.67,0.0,2.5,0
1,6,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
1,6,1,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
